ray1,ray2,ray3,ray4,ray5,kartx,karty,kartz,time,action
-1,6.315075,6.692861,4.426062,4.774296,-44.17204,0.2791615,-7.483464,14.6043,ACCELERATE
-1,6.362759,6.64598,4.45852,4.741857,-44.14024,0.2791604,-8.951582,14.70289,ACCELERATE
-1,6.39941,6.609984,4.48461,4.715759,-44.11387,0.2791598,-10.47491,14.80518,ACCELERATE
-1,6.429311,6.580617,4.50586,4.694504,-44.09246,0.2791607,-11.95734,14.90471,ACCELERATE
-1,6.457121,6.55331,4.525528,4.674833,-44.0738,0.27916,-13.44297,15.00446,ACCELERATE
-1,6.480119,6.530704,4.54174,4.658619,-44.05748,0.2791608,-14.8847,15.10125,ACCELERATE
-1,6.502373,6.508836,4.557373,4.642985,-44.04189,0.2791593,-16.36977,15.20096,ACCELERATE
-1,6.602714,6.413924,4.580761,4.620876,-44.01807,0.2791606,-17.86936,15.30165,LEFT_ACCELERATE
19.37856,6.631812,6.375759,4.616577,4.585275,-43.98267,0.2791602,-19.36106,15.40183,ACCELERATE
17.91373,6.563832,6.47914,4.649796,4.552058,-43.94921,0.2791592,-20.84639,15.50157,ACCELERATE
16.35174,6.391931,6.823521,4.683798,4.518054,-43.9154,0.2791602,-22.40575,15.60628,ACCELERATE
15.08091,6.187809,7.378581,4.700021,4.497977,-43.88221,0.2791601,-23.80467,15.70022,LEFT_ACCELERATE
14.69488,6.158092,7.542156,4.720995,4.478933,-43.77586,0.279163,-25.29085,15.80035,LEFT_ACCELERATE
13.97446,6.070927,8.092771,4.745154,4.457089,-43.56095,0.2791636,-26.84008,15.90539,LEFT_ACCELERATE
13.00435,5.856396,9.87095,4.711538,4.508807,-43.32087,0.2791627,-28.32635,16.0065,LEFT_ACCELERATE
13.03484,5.856839,9.778665,4.683785,4.53121,-42.97952,0.279171,-29.72141,16.10308,LEFT_ACCELERATE
12.75579,5.82579,-1,4.685774,4.529293,-42.49865,0.2791718,-31.1288,16.20302,LEFT_ACCELERATE
12.77988,5.838584,11.42932,4.688142,4.525746,-41.91854,0.2791768,-32.4803,16.30191,LEFT_ACCELERATE
13.67857,6.1147,8.306574,4.761905,4.436581,-41.16513,0.2791943,-33.74376,16.40096,LEFT_ACCELERATE
14.55503,6.460943,7.192939,4.932449,4.270186,-40.18612,0.279191,-34.95267,16.50567,LEFT_ACCELERATE
15.43251,6.83543,6.39221,5.149238,4.063005,-39.16113,0.279187,-35.94553,16.60168,LEFT_ACCELERATE
